timestamp,load_MW,temp_C,humidity,wind_speed,hour,day_of_week,is_weekend,zone_id
2025-10-01 21:00:00,852.6783200745876,26.4,86,2.9,21,2,False,Zone_A
2025-10-01 22:00:00,839.2060876347874,26.2,86,2.2,22,2,False,Zone_A
2025-10-01 23:00:00,875.1070584771088,25.9,84,8.2,23,2,False,Zone_A
2025-10-02 00:00:00,905.8801771235679,24.7,88,1.3,0,3,False,Zone_A
2025-10-02 01:00:00,928.9501266481485,25.4,85,1.7,1,3,False,Zone_A
2025-10-02 02:00:00,908.8630092701615,26.4,82,2.7,2,3,False,Zone_A
2025-10-02 03:00:00,1020.4675021329516,28.0,75,4.8,3,3,False,Zone_A
2025-10-02 04:00:00,1023.6759886205535,30.0,66,4.3,4,3,False,Zone_A
2025-10-02 05:00:00,1055.4035642321508,31.7,58,5.6,5,3,False,Zone_A
2025-10-02 06:00:00,1072.9060690933293,31.5,55,6.3,6,3,False,Zone_A
2025-10-02 07:00:00,1095.8365309923263,32.3,51,10.3,7,3,False,Zone_A
2025-10-02 08:00:00,1085.5316878640574,31.8,56,6.9,8,3,False,Zone_A
2025-10-02 09:00:00,1062.9677054475821,31.5,56,6.4,9,3,False,Zone_A
2025-10-02 10:00:00,1032.330066138944,31.8,54,5.5,10,3,False,Zone_A
2025-10-02 11:00:00,1017.1359421970939,31.9,49,5.7,11,3,False,Zone_A
2025-10-02 12:00:00,965.2522845107585,29.2,70,5.0,12,3,False,Zone_A
2025-10-02 13:00:00,898.281472887905,28.9,71,9.3,13,3,False,Zone_A
2025-10-02 14:00:00,854.1109134128028,28.5,72,2.6,14,3,False,Zone_A
2025-10-02 15:00:00,862.9705243102143,28.4,73,3.3,15,3,False,Zone_A
2025-10-02 16:00:00,852.3287434747546,28.1,74,4.9,16,3,False,Zone_A
2025-10-02 17:00:00,817.9825547902333,27.6,77,5.8,17,3,False,Zone_A
2025-10-02 18:00:00,778.7149406372656,27.4,85,6.7,18,3,False,Zone_A
2025-10-02 19:00:00,784.8394861088663,26.3,90,1.3,19,3,False,Zone_A
2025-10-02 20:00:00,801.5054964397916,26.2,91,5.4,20,3,False,Zone_A
2025-10-02 21:00:00,829.6080751813271,25.7,92,5.5,21,3,False,Zone_A
2025-10-02 22:00:00,816.0922090832302,25.1,93,7.2,22,3,False,Zone_A
2025-10-02 23:00:00,848.9215090009035,24.8,94,5.2,23,3,False,Zone_A
2025-10-03 00:00:00,862.1711095701598,25.1,94,5.4,0,4,False,Zone_A
2025-10-03 01:00:00,910.0239920850972,25.1,94,3.8,1,4,False,Zone_A
2025-10-03 02:00:00,918.3412236736319,25.9,89,3.4,2,4,False,Zone_A
2025-10-03 03:00:00,975.2264742540501,27.4,81,4.3,3,4,False,Zone_A
2025-10-03 04:00:00,1019.3098739789991,29.1,68,5.2,4,4,False,Zone_A
2025-10-03 05:00:00,1025.5066831836098,30.6,60,5.7,5,4,False,Zone_A
2025-10-03 06:00:00,1108.3566599353987,31.2,57,6.0,6,4,False,Zone_A
2025-10-03 07:00:00,1087.0652885443103,32.6,53,5.3,7,4,False,Zone_A
2025-10-03 08:00:00,1057.7090719195455,33.5,49,5.3,8,4,False,Zone_A
2025-10-03 09:00:00,1062.2104028998099,33.7,48,6.3,9,4,False,Zone_A
2025-10-03 10:00:00,1081.2909150839212,33.7,48,7.3,10,4,False,Zone_A
2025-10-03 11:00:00,1053.879782718201,32.5,50,7.9,11,4,False,Zone_A
2025-10-03 12:00:00,951.2890475412812,31.5,57,5.6,12,4,False,Zone_A
2025-10-03 13:00:00,984.7686168933831,31.0,60,3.2,13,4,False,Zone_A
2025-10-03 14:00:00,884.9800267350578,30.8,60,3.9,14,4,False,Zone_A
2025-10-03 15:00:00,875.7441168771395,30.0,64,4.0,15,4,False,Zone_A
2025-10-03 16:00:00,873.3767175201259,29.1,71,3.2,16,4,False,Zone_A
2025-10-03 17:00:00,802.470672196649,28.5,75,3.0,17,4,False,Zone_A
2025-10-03 18:00:00,815.2563990735256,28.5,80,2.6,18,4,False,Zone_A
2025-10-03 19:00:00,809.0266535644904,28.4,79,2.6,19,4,False,Zone_A
2025-10-03 20:00:00,866.2151520235053,28.1,78,4.2,20,4,False,Zone_A
2025-10-03 21:00:00,830.936789483828,27.5,81,4.2,21,4,False,Zone_A
2025-10-03 22:00:00,854.048643663668,26.8,85,2.3,22,4,False,Zone_A
2025-10-03 23:00:00,875.3601013408038,26.5,87,1.7,23,4,False,Zone_A
2025-10-04 00:00:00,905.8925351080482,26.4,86,2.8,0,5,True,Zone_A
2025-10-04 01:00:00,939.3616180303259,26.5,85,1.9,1,5,True,Zone_A
2025-10-04 02:00:00,1009.3361730560243,27.5,77,2.6,2,5,True,Zone_A
2025-10-04 03:00:00,1019.9529141164059,29.5,63,3.2,3,5,True,Zone_A
2025-10-04 04:00:00,1073.7459542826923,31.4,53,6.6,4,5,True,Zone_A
2025-10-04 05:00:00,1124.6369034200357,32.8,46,9.1,5,5,True,Zone_A
2025-10-04 06:00:00,1108.4166199691922,33.5,44,10.2,6,5,True,Zone_A
2025-10-04 07:00:00,1106.953107185491,34.0,43,10.9,7,5,True,Zone_A
2025-10-04 08:00:00,1103.748319102709,34.5,40,12.3,8,5,True,Zone_A
2025-10-04 09:00:00,1057.908839772823,34.5,39,12.2,9,5,True,Zone_A
2025-10-04 10:00:00,1068.49574729986,34.2,41,12.4,10,5,True,Zone_A
2025-10-04 11:00:00,1017.6414583116741,33.5,42,12.1,11,5,True,Zone_A
2025-10-04 12:00:00,991.1387582587481,32.3,48,10.8,12,5,True,Zone_A
2025-10-04 13:00:00,960.9483504714509,31.4,53,6.4,13,5,True,Zone_A
2025-10-04 14:00:00,876.6954499195786,30.6,57,5.4,14,5,True,Zone_A
2025-10-04 15:00:00,896.9070004145093,30.0,61,4.8,15,5,True,Zone_A
2025-10-04 16:00:00,862.7412812169158,29.5,63,5.0,16,5,True,Zone_A
2025-10-04 17:00:00,840.6240275928261,28.8,66,5.0,17,5,True,Zone_A
2025-10-04 18:00:00,785.4768851078869,27.9,68,4.9,18,5,True,Zone_A
2025-10-04 19:00:00,829.6065209234464,27.2,70,5.2,19,5,True,Zone_A
2025-10-04 20:00:00,814.2138690180889,26.8,70,5.6,20,5,True,Zone_A
2025-10-04 21:00:00,823.1694828447545,26.2,70,5.1,21,5,True,Zone_A
2025-10-04 22:00:00,858.9039408468831,25.5,73,4.7,22,5,True,Zone_A
2025-10-04 23:00:00,861.9348464862471,25.0,76,4.6,23,5,True,Zone_A
2025-10-05 00:00:00,906.3700800259569,25.5,87,6.3,0,6,True,Zone_A
2025-10-05 01:00:00,903.6872861711036,25.7,84,7.4,1,6,True,Zone_A
2025-10-05 02:00:00,956.5547357417597,26.6,78,6.4,2,6,True,Zone_A
2025-10-05 03:00:00,1023.0082010179161,28.5,65,7.8,3,6,True,Zone_A
2025-10-05 04:00:00,1025.5032177606784,30.5,58,12.0,4,6,True,Zone_A
2025-10-05 05:00:00,1097.0130439579837,31.9,52,11.6,5,6,True,Zone_A
2025-10-05 06:00:00,1066.4314831257766,31.1,56,8.1,6,6,True,Zone_A
2025-10-05 07:00:00,1080.1656357873462,32.5,49,3.6,7,6,True,Zone_A
2025-10-05 08:00:00,1107.5370455087989,33.7,41,5.1,8,6,True,Zone_A
2025-10-05 09:00:00,1080.7030443691162,34.2,36,6.5,9,6,True,Zone_A
2025-10-05 10:00:00,1089.2642290948377,34.0,37,7.7,10,6,True,Zone_A
2025-10-05 11:00:00,1016.9836678433829,33.2,40,8.9,11,6,True,Zone_A
2025-10-05 12:00:00,987.0209373409123,32.4,45,5.1,12,6,True,Zone_A
2025-10-05 13:00:00,901.0605830511788,30.7,60,3.0,13,6,True,Zone_A
2025-10-05 14:00:00,901.1671829240441,30.5,59,1.3,14,6,True,Zone_A
2025-10-05 15:00:00,858.8563179724744,30.1,60,1.2,15,6,True,Zone_A
2025-10-05 16:00:00,866.4540586568171,29.2,63,2.4,16,6,True,Zone_A
2025-10-05 17:00:00,872.4425832664219,28.8,65,1.2,17,6,True,Zone_A
2025-10-05 18:00:00,797.7136007580914,24.9,79,14.5,18,6,True,Zone_A
2025-10-05 19:00:00,751.529685782771,22.4,91,12.3,19,6,True,Zone_A
2025-10-05 20:00:00,741.3208227100953,23.2,89,5.8,20,6,True,Zone_A
2025-10-05 21:00:00,748.190424071166,23.0,90,1.5,21,6,True,Zone_A
2025-10-05 22:00:00,780.4240243501501,22.8,90,2.0,22,6,True,Zone_A
2025-10-05 23:00:00,813.3683537261212,22.8,91,3.8,23,6,True,Zone_A
2025-10-06 00:00:00,824.777173215684,24.1,83,1.9,0,0,False,Zone_A
2025-10-06 01:00:00,898.1816942262775,24.3,83,0.9,1,0,False,Zone_A
2025-10-06 02:00:00,921.8369868660723,25.1,77,1.5,2,0,False,Zone_A
2025-10-06 03:00:00,927.0394657471376,26.1,72,3.6,3,0,False,Zone_A
2025-10-06 04:00:00,979.2216536978804,26.5,69,3.8,4,0,False,Zone_A
2025-10-06 05:00:00,1054.9144869066413,27.4,65,5.0,5,0,False,Zone_A
2025-10-06 06:00:00,1022.9001921474664,29.3,56,10.3,6,0,False,Zone_A
2025-10-06 07:00:00,1001.0942862529337,24.9,83,4.0,7,0,False,Zone_A
2025-10-06 08:00:00,976.4114389502594,25.2,74,6.3,8,0,False,Zone_A
2025-10-06 09:00:00,965.3443060025984,23.8,90,4.5,9,0,False,Zone_A
2025-10-06 10:00:00,926.1749970818491,24.5,84,5.8,10,0,False,Zone_A
2025-10-06 11:00:00,912.349835001245,24.4,85,6.9,11,0,False,Zone_A
2025-10-06 12:00:00,802.7149392236445,23.5,91,9.2,12,0,False,Zone_A
2025-10-06 13:00:00,830.4765742119914,22.8,93,7.6,13,0,False,Zone_A
2025-10-06 14:00:00,819.1698200067274,22.7,92,7.8,14,0,False,Zone_A
2025-10-06 15:00:00,758.1294939759157,22.6,93,7.3,15,0,False,Zone_A
2025-10-06 16:00:00,750.1775371827025,22.4,94,7.6,16,0,False,Zone_A
2025-10-06 17:00:00,715.6348123421168,22.4,95,7.4,17,0,False,Zone_A
2025-10-06 18:00:00,734.5484166745078,22.6,96,5.4,18,0,False,Zone_A
2025-10-06 19:00:00,735.8304530271366,22.7,95,6.5,19,0,False,Zone_A
2025-10-06 20:00:00,732.6860986280335,22.2,96,1.0,20,0,False,Zone_A
2025-10-06 21:00:00,759.14170823426,21.8,96,1.3,21,0,False,Zone_A
2025-10-06 22:00:00,792.6363813251913,22.2,96,4.7,22,0,False,Zone_A
2025-10-06 23:00:00,796.3008850314998,22.4,94,5.7,23,0,False,Zone_A
2025-10-07 00:00:00,795.4244230598723,22.2,95,5.6,0,1,False,Zone_A
2025-10-07 01:00:00,886.173483024622,22.1,96,6.2,1,1,False,Zone_A
2025-10-07 02:00:00,884.679456858473,22.7,91,7.1,2,1,False,Zone_A
2025-10-07 03:00:00,909.7135115622308,23.1,91,7.8,3,1,False,Zone_A
2025-10-07 04:00:00,919.046706505394,24.3,86,7.1,4,1,False,Zone_A
2025-10-07 05:00:00,1009.2743520193088,25.5,81,7.9,5,1,False,Zone_A
2025-10-07 06:00:00,1027.4815959340526,26.8,70,5.6,6,1,False,Zone_A
2025-10-07 07:00:00,1015.9120569964454,27.6,67,5.7,7,1,False,Zone_A
2025-10-07 08:00:00,1000.4530102107326,28.4,65,4.0,8,1,False,Zone_A
2025-10-07 09:00:00,1002.0003703876249,28.8,63,5.3,9,1,False,Zone_A
2025-10-07 10:00:00,941.718904318049,26.4,71,10.8,10,1,False,Zone_A
2025-10-07 11:00:00,928.4558421798301,25.9,73,7.2,11,1,False,Zone_A
2025-10-07 12:00:00,822.2177846921309,21.5,89,6.9,12,1,False,Zone_A
2025-10-07 13:00:00,800.8517173335509,21.5,87,5.1,13,1,False,Zone_A
2025-10-07 14:00:00,763.9130554534275,21.4,90,8.7,14,1,False,Zone_A
2025-10-07 15:00:00,725.8662750849365,21.1,93,3.8,15,1,False,Zone_A
2025-10-07 16:00:00,729.5743497273945,21.1,94,5.2,16,1,False,Zone_A
2025-10-07 17:00:00,712.6548567620418,20.9,95,2.0,17,1,False,Zone_A
2025-10-07 18:00:00,684.091339323395,21.1,98,2.6,18,1,False,Zone_A
2025-10-07 19:00:00,712.0291186915856,21.0,98,2.1,19,1,False,Zone_A
2025-10-07 20:00:00,747.2830349430872,20.7,98,1.6,20,1,False,Zone_A
2025-10-07 21:00:00,764.674131103984,20.9,97,3.8,21,1,False,Zone_A
2025-10-07 22:00:00,762.9781410036617,20.8,98,6.3,22,1,False,Zone_A
2025-10-07 23:00:00,744.1120469625477,20.4,98,3.1,23,1,False,Zone_A
2025-10-08 00:00:00,800.5470205071216,20.4,98,2.1,0,2,False,Zone_A
2025-10-08 01:00:00,869.7496771174077,20.9,97,3.3,1,2,False,Zone_A
2025-10-08 02:00:00,852.8083864231811,21.5,93,5.0,2,2,False,Zone_A
2025-10-08 03:00:00,860.9900309559022,22.4,87,4.3,3,2,False,Zone_A
2025-10-08 04:00:00,936.8611720310985,23.1,84,4.7,4,2,False,Zone_A
2025-10-08 05:00:00,954.3728952326253,24.2,79,1.6,5,2,False,Zone_A
2025-10-08 06:00:00,993.7502874588544,25.0,75,0.9,6,2,False,Zone_A
2025-10-08 07:00:00,981.6585544074143,25.9,70,0.9,7,2,False,Zone_A
2025-10-08 08:00:00,977.920975833609,26.2,66,3.4,8,2,False,Zone_A
2025-10-08 09:00:00,903.5730467924388,23.0,78,10.3,9,2,False,Zone_A
2025-10-08 10:00:00,884.2756341925132,23.6,77,5.2,10,2,False,Zone_A
2025-10-08 11:00:00,880.5619065774805,24.5,74,4.5,11,2,False,Zone_A
2025-10-08 12:00:00,862.0715966293944,23.3,84,4.1,12,2,False,Zone_A
2025-10-08 13:00:00,803.4903120088908,23.5,84,6.7,13,2,False,Zone_A
2025-10-08 14:00:00,794.7214959994085,23.2,83,4.6,14,2,False,Zone_A
2025-10-08 15:00:00,772.9834808240871,22.6,83,4.5,15,2,False,Zone_A
2025-10-08 16:00:00,750.3325892948699,21.9,86,3.6,16,2,False,Zone_A
2025-10-08 17:00:00,733.8519756401838,21.4,88,2.1,17,2,False,Zone_A
2025-10-08 18:00:00,728.3132037929479,21.6,91,4.0,18,2,False,Zone_A
2025-10-08 19:00:00,729.8299647023117,22.0,91,4.0,19,2,False,Zone_A
2025-10-08 20:00:00,715.4473838068197,21.8,92,4.7,20,2,False,Zone_A
2025-10-08 21:00:00,777.5890579437296,21.4,93,3.8,21,2,False,Zone_A
2025-10-08 22:00:00,761.8595861776416,21.0,94,3.7,22,2,False,Zone_A
2025-10-08 23:00:00,768.2462791336918,20.6,95,3.6,23,2,False,Zone_A
2025-10-09 00:00:00,828.3500712423686,20.5,94,3.8,0,3,False,Zone_A
2025-10-09 01:00:00,831.529516836763,20.8,93,4.1,1,3,False,Zone_A
2025-10-09 02:00:00,901.3520786444161,21.5,92,5.5,2,3,False,Zone_A
2025-10-09 03:00:00,934.3759369198683,22.8,89,4.7,3,3,False,Zone_A
2025-10-09 04:00:00,929.1831033677462,24.1,84,7.8,4,3,False,Zone_A
2025-10-09 05:00:00,956.8378870632826,25.0,77,7.3,5,3,False,Zone_A
2025-10-09 06:00:00,985.1735347662589,26.8,65,7.6,6,3,False,Zone_A
2025-10-09 07:00:00,1029.1959594216066,27.8,55,7.8,7,3,False,Zone_A
2025-10-09 08:00:00,1000.9825848570099,28.4,49,7.6,8,3,False,Zone_A
2025-10-09 09:00:00,994.2778098919395,28.4,48,8.1,9,3,False,Zone_A
2025-10-09 10:00:00,931.6057446502273,28.1,48,8.5,10,3,False,Zone_A
2025-10-09 11:00:00,928.8154947639046,27.5,53,7.1,11,3,False,Zone_A
2025-10-09 12:00:00,892.1862830426605,26.5,59,6.3,12,3,False,Zone_A
2025-10-09 13:00:00,819.8943005836044,24.7,67,5.9,13,3,False,Zone_A
2025-10-09 14:00:00,765.4946237471706,23.9,70,6.6,14,3,False,Zone_A
2025-10-09 15:00:00,780.6644174169352,23.1,71,7.7,15,3,False,Zone_A
2025-10-09 16:00:00,747.3982045511697,22.5,72,7.6,16,3,False,Zone_A
2025-10-09 17:00:00,713.2187658827131,21.8,73,6.8,17,3,False,Zone_A
2025-10-09 18:00:00,724.9856012615949,21.8,79,6.9,18,3,False,Zone_A
2025-10-09 19:00:00,759.4618225190723,21.5,80,6.4,19,3,False,Zone_A
2025-10-09 20:00:00,728.737753797007,21.0,82,5.9,20,3,False,Zone_A
2025-10-09 21:00:00,702.920889885298,20.5,83,5.5,21,3,False,Zone_A
2025-10-09 22:00:00,749.7516664799484,20.0,84,5.2,22,3,False,Zone_A
2025-10-09 23:00:00,812.4390969869569,19.5,85,4.7,23,3,False,Zone_A
2025-10-10 00:00:00,792.3903106745431,19.4,89,4.8,0,4,False,Zone_A
2025-10-10 01:00:00,818.1362013120125,19.6,88,4.1,1,4,False,Zone_A
2025-10-10 02:00:00,875.4632812119636,20.6,86,5.7,2,4,False,Zone_A
2025-10-10 03:00:00,874.6376436275939,22.1,81,3.6,3,4,False,Zone_A
2025-10-10 04:00:00,944.5819284827887,24.0,74,3.8,4,4,False,Zone_A
2025-10-10 05:00:00,978.5736921606677,25.8,65,4.5,5,4,False,Zone_A
2025-10-10 06:00:00,1008.0890133421345,27.1,56,5.4,6,4,False,Zone_A
2025-10-10 07:00:00,1021.7360521597925,28.0,51,4.8,7,4,False,Zone_A
2025-10-10 08:00:00,998.2345288095531,28.5,46,4.9,8,4,False,Zone_A
2025-10-10 09:00:00,993.1916251268631,28.6,43,5.3,9,4,False,Zone_A
2025-10-10 10:00:00,968.8740171666585,28.5,43,5.9,10,4,False,Zone_A
2025-10-10 11:00:00,928.344443943185,27.9,47,4.8,11,4,False,Zone_A
2025-10-10 12:00:00,890.8228078406744,26.4,53,5.2,12,4,False,Zone_A
2025-10-10 13:00:00,815.9870802310522,24.4,63,5.3,13,4,False,Zone_A
2025-10-10 14:00:00,793.1242609655326,23.7,66,3.1,14,4,False,Zone_A
2025-10-10 15:00:00,776.3530873650009,23.1,68,1.7,15,4,False,Zone_A
2025-10-10 16:00:00,782.6600547604955,22.9,69,0.9,16,4,False,Zone_A
2025-10-10 17:00:00,755.3399121545278,22.6,68,0.2,17,4,False,Zone_A
2025-10-10 18:00:00,739.9492956351894,21.9,76,0.7,18,4,False,Zone_A
2025-10-10 19:00:00,739.4696984945657,21.3,79,1.1,19,4,False,Zone_A
2025-10-10 20:00:00,722.4361723391838,20.6,82,2.5,20,4,False,Zone_A
2025-10-10 21:00:00,737.4712728157272,20.4,82,3.0,21,4,False,Zone_A
2025-10-10 22:00:00,766.809275214031,19.8,84,3.8,22,4,False,Zone_A
2025-10-10 23:00:00,781.0806721805685,19.4,85,4.0,23,4,False,Zone_A
2025-10-11 00:00:00,771.9312521303295,19.5,89,4.4,0,5,True,Zone_A
2025-10-11 01:00:00,823.0475575179349,20.1,87,4.0,1,5,True,Zone_A
2025-10-11 02:00:00,858.840893999606,20.9,85,5.5,2,5,True,Zone_A
2025-10-11 03:00:00,909.0783949735496,22.8,78,3.2,3,5,True,Zone_A
2025-10-11 04:00:00,968.6500582161794,25.0,69,3.8,4,5,True,Zone_A
2025-10-11 05:00:00,992.870050947349,26.8,58,5.6,5,5,True,Zone_A
2025-10-11 06:00:00,1049.1252504040622,27.5,53,6.1,6,5,True,Zone_A
2025-10-11 07:00:00,1038.9653480249194,28.3,49,6.1,7,5,True,Zone_A
2025-10-11 08:00:00,1019.4629727487851,28.9,47,7.4,8,5,True,Zone_A
2025-10-11 09:00:00,1022.8348464039211,29.0,46,8.7,9,5,True,Zone_A
2025-10-11 10:00:00,988.2879558249862,28.7,46,9.6,10,5,True,Zone_A
2025-10-11 11:00:00,944.8491703481518,28.0,49,8.4,11,5,True,Zone_A
2025-10-11 12:00:00,907.5931028651623,27.0,63,3.8,12,5,True,Zone_A
2025-10-11 13:00:00,847.2613132653687,25.5,66,5.1,13,5,True,Zone_A
2025-10-11 14:00:00,844.2759402794405,24.6,67,5.7,14,5,True,Zone_A
2025-10-11 15:00:00,807.3047596016443,23.9,70,5.7,15,5,True,Zone_A
2025-10-11 16:00:00,760.4987896093769,23.2,71,5.9,16,5,True,Zone_A
2025-10-11 17:00:00,768.5093666408451,22.6,74,5.7,17,5,True,Zone_A
2025-10-11 18:00:00,723.6942538526276,23.4,71,6.9,18,5,True,Zone_A
2025-10-11 19:00:00,741.8723640491526,23.0,74,4.6,19,5,True,Zone_A
2025-10-11 20:00:00,757.9172760050642,22.0,78,4.2,20,5,True,Zone_A
2025-10-11 21:00:00,754.5032828004,21.3,79,4.4,21,5,True,Zone_A
2025-10-11 22:00:00,775.3193306971566,20.8,79,4.7,22,5,True,Zone_A
2025-10-11 23:00:00,769.9038205784901,20.3,80,4.9,23,5,True,Zone_A
2025-10-12 00:00:00,815.4059767737664,20.6,86,5.0,0,6,True,Zone_A
2025-10-12 01:00:00,859.6172466233139,20.9,84,4.6,1,6,True,Zone_A
2025-10-12 02:00:00,866.9604041281954,22.1,80,6.0,2,6,True,Zone_A
2025-10-12 03:00:00,924.975834379797,23.7,75,3.6,3,6,True,Zone_A
2025-10-12 04:00:00,976.9628714050231,25.8,67,3.6,4,6,True,Zone_A
2025-10-12 05:00:00,1026.437258267875,27.9,57,5.2,5,6,True,Zone_A
2025-10-12 06:00:00,1045.885577180679,29.4,47,6.6,6,6,True,Zone_A
2025-10-12 07:00:00,1054.3493548906329,30.2,42,7.5,7,6,True,Zone_A
2025-10-12 08:00:00,1063.2059264786276,30.6,40,9.2,8,6,True,Zone_A
2025-10-12 09:00:00,1032.334762543684,30.6,40,9.9,9,6,True,Zone_A
2025-10-12 10:00:00,1015.2579112711525,30.4,41,10.1,10,6,True,Zone_A
2025-10-12 11:00:00,963.0650732225715,29.7,43,8.8,11,6,True,Zone_A
2025-10-12 12:00:00,921.261778275557,28.2,48,5.7,12,6,True,Zone_A
2025-10-12 13:00:00,870.7715908194616,26.5,58,5.0,13,6,True,Zone_A
2025-10-12 14:00:00,879.5997818565534,25.8,62,4.9,14,6,True,Zone_A
2025-10-12 15:00:00,833.99206773843,25.0,64,5.6,15,6,True,Zone_A
2025-10-12 16:00:00,778.2569930068611,24.2,67,5.4,16,6,True,Zone_A
2025-10-12 17:00:00,740.6775529027918,23.2,71,4.8,17,6,True,Zone_A
2025-10-12 18:00:00,752.2377753673172,23.0,73,4.2,18,6,True,Zone_A
2025-10-12 19:00:00,772.6248681466275,22.9,73,3.6,19,6,True,Zone_A
2025-10-12 20:00:00,744.4400388992249,22.4,73,3.7,20,6,True,Zone_A
2025-10-12 21:00:00,786.7005817407987,22.1,73,3.6,21,6,True,Zone_A
2025-10-12 22:00:00,763.4161537571721,21.9,72,3.6,22,6,True,Zone_A
2025-10-12 23:00:00,774.4721809333818,21.5,72,3.5,23,6,True,Zone_A
2025-10-13 00:00:00,796.8383339138963,20.5,83,3.3,0,0,False,Zone_A
2025-10-13 01:00:00,858.6130528237131,20.8,84,1.9,1,0,False,Zone_A
2025-10-13 02:00:00,885.1541804224037,22.0,79,3.1,2,0,False,Zone_A
2025-10-13 03:00:00,937.9597568223672,24.0,72,2.4,3,0,False,Zone_A
2025-10-13 04:00:00,994.9241491780567,26.3,61,2.6,4,0,False,Zone_A
2025-10-13 05:00:00,1036.0843049112395,28.5,51,3.1,5,0,False,Zone_A
2025-10-13 06:00:00,1061.7878736551388,29.9,40,4.1,6,0,False,Zone_A
2025-10-13 07:00:00,1081.5456353128814,31.0,36,4.8,7,0,False,Zone_A
2025-10-13 08:00:00,1043.0807477935896,31.5,34,5.6,8,0,False,Zone_A
2025-10-13 09:00:00,1048.7089296661466,31.6,34,5.7,9,0,False,Zone_A
